pair_id	region_id	chr	start	end	ancestry	trait_a	trait_b	path_a	path_b
chr19_15750000_20250000__EUR__bmi_vs_asthma	chr19_15750000_20250000	19	15750000	20250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_15750000_20250000__EUR__t2d_vs_hypertension	chr19_15750000_20250000	19	15750000	20250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_15750000_20250000__EUR__t2d_vs_stroke	chr19_15750000_20250000	19	15750000	20250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_15750000_20250000__EUR__t2d_vs_asthma	chr19_15750000_20250000	19	15750000	20250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_15750000_20250000__EUR__hypertension_vs_stroke	chr19_15750000_20250000	19	15750000	20250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_15750000_20250000__EUR__hypertension_vs_asthma	chr19_15750000_20250000	19	15750000	20250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_15750000_20250000__EUR__stroke_vs_asthma	chr19_15750000_20250000	19	15750000	20250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_20750000_23250000__EUR__bmi_vs_t2d	chr19_20750000_23250000	19	20750000	23250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_20750000_23250000__EUR__bmi_vs_hypertension	chr19_20750000_23250000	19	20750000	23250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_20750000_23250000__EUR__bmi_vs_stroke	chr19_20750000_23250000	19	20750000	23250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_20750000_23250000__EUR__bmi_vs_asthma	chr19_20750000_23250000	19	20750000	23250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_20750000_23250000__EUR__t2d_vs_hypertension	chr19_20750000_23250000	19	20750000	23250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_20750000_23250000__EUR__t2d_vs_stroke	chr19_20750000_23250000	19	20750000	23250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_20750000_23250000__EUR__t2d_vs_asthma	chr19_20750000_23250000	19	20750000	23250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_20750000_23250000__EUR__hypertension_vs_stroke	chr19_20750000_23250000	19	20750000	23250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_20750000_23250000__EUR__hypertension_vs_asthma	chr19_20750000_23250000	19	20750000	23250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_20750000_23250000__EUR__stroke_vs_asthma	chr19_20750000_23250000	19	20750000	23250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_29750000_35250000__EUR__bmi_vs_t2d	chr19_29750000_35250000	19	29750000	35250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_29750000_35250000__EUR__bmi_vs_hypertension	chr19_29750000_35250000	19	29750000	35250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_29750000_35250000__EUR__bmi_vs_stroke	chr19_29750000_35250000	19	29750000	35250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_29750000_35250000__EUR__bmi_vs_asthma	chr19_29750000_35250000	19	29750000	35250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_29750000_35250000__EUR__t2d_vs_hypertension	chr19_29750000_35250000	19	29750000	35250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_29750000_35250000__EUR__t2d_vs_stroke	chr19_29750000_35250000	19	29750000	35250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_29750000_35250000__EUR__t2d_vs_asthma	chr19_29750000_35250000	19	29750000	35250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_29750000_35250000__EUR__hypertension_vs_stroke	chr19_29750000_35250000	19	29750000	35250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_29750000_35250000__EUR__hypertension_vs_asthma	chr19_29750000_35250000	19	29750000	35250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_29750000_35250000__EUR__stroke_vs_asthma	chr19_29750000_35250000	19	29750000	35250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_38750000_43250000__EUR__bmi_vs_t2d	chr19_38750000_43250000	19	38750000	43250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_38750000_43250000__EUR__bmi_vs_hypertension	chr19_38750000_43250000	19	38750000	43250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_38750000_43250000__EUR__bmi_vs_stroke	chr19_38750000_43250000	19	38750000	43250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_38750000_43250000__EUR__bmi_vs_asthma	chr19_38750000_43250000	19	38750000	43250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_38750000_43250000__EUR__t2d_vs_hypertension	chr19_38750000_43250000	19	38750000	43250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_38750000_43250000__EUR__t2d_vs_stroke	chr19_38750000_43250000	19	38750000	43250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_38750000_43250000__EUR__t2d_vs_asthma	chr19_38750000_43250000	19	38750000	43250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_38750000_43250000__EUR__hypertension_vs_stroke	chr19_38750000_43250000	19	38750000	43250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_38750000_43250000__EUR__hypertension_vs_asthma	chr19_38750000_43250000	19	38750000	43250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_38750000_43250000__EUR__stroke_vs_asthma	chr19_38750000_43250000	19	38750000	43250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_43750000_48250000__EUR__bmi_vs_t2d	chr19_43750000_48250000	19	43750000	48250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_43750000_48250000__EUR__bmi_vs_hypertension	chr19_43750000_48250000	19	43750000	48250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_43750000_48250000__EUR__bmi_vs_stroke	chr19_43750000_48250000	19	43750000	48250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_43750000_48250000__EUR__bmi_vs_asthma	chr19_43750000_48250000	19	43750000	48250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_43750000_48250000__EUR__t2d_vs_hypertension	chr19_43750000_48250000	19	43750000	48250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_43750000_48250000__EUR__t2d_vs_stroke	chr19_43750000_48250000	19	43750000	48250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_43750000_48250000__EUR__t2d_vs_asthma	chr19_43750000_48250000	19	43750000	48250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_43750000_48250000__EUR__hypertension_vs_stroke	chr19_43750000_48250000	19	43750000	48250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_43750000_48250000__EUR__hypertension_vs_asthma	chr19_43750000_48250000	19	43750000	48250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_43750000_48250000__EUR__stroke_vs_asthma	chr19_43750000_48250000	19	43750000	48250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_48750000_50250000__EUR__bmi_vs_t2d	chr19_48750000_50250000	19	48750000	50250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_48750000_50250000__EUR__bmi_vs_hypertension	chr19_48750000_50250000	19	48750000	50250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_48750000_50250000__EUR__bmi_vs_stroke	chr19_48750000_50250000	19	48750000	50250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_48750000_50250000__EUR__bmi_vs_asthma	chr19_48750000_50250000	19	48750000	50250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_48750000_50250000__EUR__t2d_vs_hypertension	chr19_48750000_50250000	19	48750000	50250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_48750000_50250000__EUR__t2d_vs_stroke	chr19_48750000_50250000	19	48750000	50250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_48750000_50250000__EUR__t2d_vs_asthma	chr19_48750000_50250000	19	48750000	50250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_48750000_50250000__EUR__hypertension_vs_stroke	chr19_48750000_50250000	19	48750000	50250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_48750000_50250000__EUR__hypertension_vs_asthma	chr19_48750000_50250000	19	48750000	50250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_48750000_50250000__EUR__stroke_vs_asthma	chr19_48750000_50250000	19	48750000	50250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_50750000_52250000__EUR__bmi_vs_t2d	chr19_50750000_52250000	19	50750000	52250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr19_50750000_52250000__EUR__bmi_vs_hypertension	chr19_50750000_52250000	19	50750000	52250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_50750000_52250000__EUR__bmi_vs_stroke	chr19_50750000_52250000	19	50750000	52250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_50750000_52250000__EUR__bmi_vs_asthma	chr19_50750000_52250000	19	50750000	52250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_50750000_52250000__EUR__t2d_vs_hypertension	chr19_50750000_52250000	19	50750000	52250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr19_50750000_52250000__EUR__t2d_vs_stroke	chr19_50750000_52250000	19	50750000	52250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_50750000_52250000__EUR__t2d_vs_asthma	chr19_50750000_52250000	19	50750000	52250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_50750000_52250000__EUR__hypertension_vs_stroke	chr19_50750000_52250000	19	50750000	52250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr19_50750000_52250000__EUR__hypertension_vs_asthma	chr19_50750000_52250000	19	50750000	52250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr19_50750000_52250000__EUR__stroke_vs_asthma	chr19_50750000_52250000	19	50750000	52250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr20_750000_5250000__EUR__bmi_vs_t2d	chr20_750000_5250000	20	750000	5250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr20_750000_5250000__EUR__bmi_vs_hypertension	chr20_750000_5250000	20	750000	5250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr20_750000_5250000__EUR__bmi_vs_stroke	chr20_750000_5250000	20	750000	5250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr20_750000_5250000__EUR__bmi_vs_asthma	chr20_750000_5250000	20	750000	5250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr20_750000_5250000__EUR__t2d_vs_hypertension	chr20_750000_5250000	20	750000	5250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr20_750000_5250000__EUR__t2d_vs_stroke	chr20_750000_5250000	20	750000	5250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr20_750000_5250000__EUR__t2d_vs_asthma	chr20_750000_5250000	20	750000	5250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr20_750000_5250000__EUR__hypertension_vs_stroke	chr20_750000_5250000	20	750000	5250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr20_750000_5250000__EUR__hypertension_vs_asthma	chr20_750000_5250000	20	750000	5250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr20_750000_5250000__EUR__stroke_vs_asthma	chr20_750000_5250000	20	750000	5250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr20_5750000_7250000__EUR__bmi_vs_t2d	chr20_5750000_7250000	20	5750000	7250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr20_5750000_7250000__EUR__bmi_vs_hypertension	chr20_5750000_7250000	20	5750000	7250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr20_5750000_7250000__EUR__bmi_vs_stroke	chr20_5750000_7250000	20	5750000	7250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
